player_id,gamer_tag,favorite_game,player_rank,matches_played,win_rate_percent,average_ping_ms,total_playtime_hours,toxicity_reports,preferred_region,hardware_type,account_creation_date
GLB-011853,Player11852,PES 2021,Silver,1064,61.6,113,635.4,1,South America,PC,2016-05-03
GLB-011854,Player11853,PES 2021,Gold,4889,42.2,27,1789.2,0,Asia,Console,"October 19, 2018"
GLB-011855,Player11854,Dota 2,Diamond,1679,62.2,31,631.2,0,South America,PC,2018-12-03
GLB-011856,Player11855,League of Legends,Global Elite,,40.0,9,1488.9,0,EU East,PC,"March 11, 2024"
GLB-011857,Player11856,Dota 2,Gold,4374,55.7,112,2774.2,0,North America,PC,2023-11-09
GLB-011858,Player11857,Valorant,Gold,2255,65.2,26,2330.6,0,South America,PC,2017-04-23
GLB-011859,Player11858,PES 2021,Silver,717,71.0,52,2572.6,0,South America,Console,"November 13, 2018"
GLB-011860,Player11859,PES 2021,Silver,2190,42.7,96,1519.9,0,EU East,PC,2021-09-03
GLB-011861,Player11860,Valorant,Bronze,1626,54.3,90,1148.2,5,EU West,PC,"March 22, 2021"
GLB-011862,Player11861,Valorant,Gold,1148,33.8,85,433.4,0,EU East,PC,"August 21, 2020"
GLB-011863,  NoobMaster365 ,Valorant,Silver,1925,72.9,55,243.3,1,NA,PC,20/03/2015
GLB-011864,Player11863,PES 2021,Global Elite,4245,70.8,117,2156.7,0,EU West,PC,"May 25, 2023"
GLB-011865,Player11864,Valorant,Gold,1623,34.0,27,969.8,1,Asia,PC,"March 28, 2017"
GLB-011866,Player11865,Valorant,Silver,4746,36.0,49,1311.9,0,EU West,Mac,"January 02, 2015"
GLB-011867,Player11866,PES 2021,Platinum,2948,74.6,25,2902.5,0,Asia,PC,2017-10-25
GLB-011868,Player11867,Dota 2,Gold,3579,48.7%,105,1478.4,2,EU East,Console,2019-12-02
GLB-011869,Player11868,League of Legends,Global Elite,1590,74.8,42,2276.0,0,NA,Mobile,19/03/2024
GLB-011870,Player11869,PES 2021,Gold,3168,39.3,10,364.1,0,EU West,PC,2015-05-07
GLB-011871,Player11870,Apex Legends,Bronze,786,53.3%,15,2.3k,0,EU East,PC,11/04/2017
GLB-011872,Player11871,Valorant,Gold,4382,56.2,97,1485.8,1,EU East,Console,03/07/2023
GLB-011873,Player11872,cs2,Bronze,1479,45.2,61,2220.5,2,EU East,Mobile,2018-10-03
GLB-011874,Player11873,Valorant,Diamond,1091,45.4,75,732.7,0,South America,PC,10/07/2023
GLB-011875,Player11874,Valorant,Global Elite,1826,49.4,10,1113.9,0,South America,Console,"March 14, 2019"
GLB-011876,Player11875,League of Legends,Global Elite,930 maç,150.5,67,,0,EU West,PC,"November 11, 2022"
GLB-001014,Player11876,Apex Legends,Global Elite,256,54.5,86,274.1,1,NA,PC,2019-06-30
GLB-011878,Player11877,League of Legends,Gold,4720,46.7,61,967.5,2,EU West,Console,"May 31, 2016"
GLB-011879,Player11878,Apex Legends,Silver,2835,59.6,102,781.2,0,EU West,PC,01/10/2024
GLB-011880,Player11879,PES 2021,Bronze,4471,50.5,63,1424.8,5,North America,PC,"May 04, 2015"
GLB-011881,Player11880,League of Legends,Bronze,456,62.1,117,2678.1,0,EU East,PC,12/11/2020
GLB-011882,Player11881,Apex Legends,Silver,4021,52.7,81,2446.8,1,NA,Mac,"October 11, 2016"
GLB-011883,Player11882,PES 2021,Bronze,2774,33.6,60,2043.0,2,EU West,Console,"June 27, 2024"
GLB-011884,Player11883,Apex Legends,Global Elite,-15,49.8,7,644.0,1,EU East,Mobile,14/10/2022
GLB-011885,Player11884,Dota 2,Bronze,1142,55.9,54,1211.5,Sıfır,EU East,Console,2017-03-25
GLB-011886,Player11885,Counter-Strike 2,,693,70.4,47,,0,EU East,PC,2023-02-06
GLB-011887,Player11886,Valorant,Bronze,4861,55.2,49,24.9,3,South America,PC,"September 03, 2021"
GLB-011888,Player11887,PES 2021,Platinum,3098,31.9,118,2081.5,0,EU East,PC,"July 18, 2022"
GLB-011889,Player11888,League of Legends,Silver,3813,44.8,92,2168.3,,South America,Console,"August 16, 2024"
GLB-011890,Player11889,Apex Legends,Diamond,4542,42.2,93,,1,EU East,Mac,19/04/2024
GLB-011891,,Apex Legends,Gold,1979,48.7,69,796.7,0,NA,PC,"November 22, 2019"
GLB-011892,Player11891,Valorant,Gold,1302,48.4,83,2452.1,2,Asia,PC,"August 13, 2022"
GLB-011893,Player11892,Dota 2,Gold,4686,63.5,65,107.5,0,Asia,Console,20/06/2016
GLB-011894,Player11893,Dota 2,Silver,823,37.0,51,523.8,0,EU West,PC,01/10/2016
GLB-011895,Player11894,PES 2021,Platinum,877,48.2%,43,1451.0,1,Asia,PC,2024-10-06
GLB-011896,Player11895,Counter-Strike 2,Global Elite,798 maç,72.7,111,267.2,1,South America,PC,02/06/2022
GLB-011897,Player11896,PES 2021,Platinum,1225,60.6,21,630.0,0,EU East,Mac,"May 05, 2018"
GLB-011898,Player11897,PES 2021,Global Elite,141 maç,68.4,39,"6,252",2,NA,Console,"July 24, 2023"
GLB-011899,Player11898,League of Legends,Platinum,302,42.0,48,578.7,3,NA,PC,24/07/2018
GLB-011900,Player11899,League of Legends,Bronze,1669,42.6%,75,193.9,3,Asia,PC,"February 02, 2015"
GLB-011901,Player11900,Apex Legends,Global Elite,210 maç,44.1,82,1447.8,2,EU East,Mobile,2015-01-08
GLB-011902,Player11901,Valorant,Global Elite,4332,31.1,6,37.7,0,NA,Mobile,17/04/2024
GLB-011903,Player11902,Counter-Strike 2,Platinum,4708,58.1,51,2309.8,0,NA,Console,03/04/2019
GLB-011904,Player11903,Dota 2,Platinum,312,57.9,94,2706.0,0,EU West,PC,2015-07-09
GLB-011905,Player11904,Apex Legends,gümüş,3948,42.1,14,1915.7,0,EU West,PC,18/01/2015
GLB-011906,Player11905,League of Legends,Platinum,717,57.5,45,2405.8,0,South America,Mobile,"March 28, 2019"
GLB-011907,Player11906,Dota 2,Global Elite,4841,67.0,9,2126.9,1,South America,PC,2023-03-22
GLB-011908,Player11907,Valorant,Silver,4928,,48,2196.3,1,North America,PC,"March 24, 2019"
GLB-011909,Player11908,Valorant,Gold,3405,68.0,74,2062.4,1,EU East,PC,2024-03-30
GLB-011910,Player11909,League of Legends,Silver,1777,68.7,115,1620.2,0,Asia,Console,"June 27, 2022"
GLB-011911,Player11910,Dota 2,Silver,2390,%47,42,1884.9,Sıfır,Asia,Console,"August 10, 2018"
GLB-011912,Player11911,League of Legends,Silver,3221,56.5,41,1281.8,0,EU West,Console,04/07/2015
GLB-011913,,League of Legends,Bronze,3266,63.4,26,2053.2,0,South America,PC,08/09/2017
GLB-011914,Player11913,League of Legends,Platinum,731,67.1,9,382.4,0,EU East,Console,05/06/2024
GLB-011915,Player11914,League of Legends,Diamond,4724,45.3,96,122.8,0,EU East,Mobile,2019-02-06
GLB-011916,Player11915,Valorant,Platinum,3723,62.4,,2488.9,10,South America,Console,"December 06, 2015"
GLB-011917,Player11916,League of Legends,Bronze,332,68.4,48,1550.7,0,South America,PC,2023-02-24
GLB-011918,Player11917,League of Legends,Silver,3290,49.4,48,2376.9,0,EU East,PC,"March 15, 2020"
GLB-011919,Player11918,League of Legends,Silver,2389,74.9,5,1062.0,1,EU East,PC,04/02/2015
GLB-011920,Player11919,PES 2021,Silver,3310,46.1,25,2388.0,2,EU East,PC,"December 24, 2017"
GLB-011921,Player11920,Apex Legends,Gold,2701,57.5,37,1077.3,3,EU East,Console,09/09/2017
GLB-011922,,Counter-Strike 2,Platinum,1265,49.4,40,1199.2,0,South America,Mobile,"May 18, 2021"
GLB-011923,Player11922,Counter-Strike 2,Global Elite,562,68.9,16,2910.7,0,Asia,PC,"January 11, 2020"
GLB-011924,Player11923,Valorant,Silver,3122,63.0,79,2765.5,0,South America,PC,13/07/2023
GLB-011925,Player11924,Apex Legends,Silver,2668,47.2,71,264.7,1,EU East,PC,27/06/2023
GLB-011926,Player11925,Counter-Strike 2,Gold,2481,43.7,113,1249.0,0,North America,Console,"April 22, 2017"
GLB-011927,Player11926,Valorant,Diamond,720,40.3,115,1787.2,3,NA,Mobile,2018-09-13
GLB-011928,Player11927,Valorant,Silver,2831,66.8,84,1621.2,0,Asia,Console,2020-03-25
GLB-011929,Player11928,Valorant,Bronze,3332,59.3,49,1949.2,0,Asia,PC,2021-11-23
GLB-011930,Player11929,League of Legends,Global Elite,883,42.4,,"8,828",1,EU West,PC,"November 23, 2017"
GLB-011931,Player11930,cs2,Diamond,3377,52.6,70,1293.6,0,NA,PC,04/04/2021
GLB-011932,Player11931,PES 2021,Platinum,503,33.9,112,801.8,0,EU East,Console,23/08/2020
GLB-011933,Player11932,League of Legends,Global Elite,781,70.5,50 ms,811.9,1,NA,PC,2017-09-04
GLB-011934,Player11933,PES 2021,Bronze,118,34.4,14,2200.4,0,EU West,PC,2023-09-18
GLB-011935,Player11934,Apex Legends,Gold,4979,68.7,117,11.8,-1,Asia,Console,"June 27, 2024"
GLB-011936,Player11935,PES 2021,Silver,,58.8,45,4.4k,0,EU West,PC,27/01/2020
GLB-011937,Player11936,Dota 2,Diamond,1294,66.2,65,1221.5,3,Asia,Console,"December 30, 2016"
GLB-011938,Player11937,cs2,Diamond,1155,53.0,100,1536.7,0,Asia,Console,18/11/2020
GLB-011939,Player11938,Valorant,Gold,4226,58.9%,74,209.3,,Asia,PC,19/02/2022
GLB-011940,Player11939,PES 2021,Platinum,3153,68.5,118,28.7,0,EU West,PC,"March 30, 2024"
GLB-025330,Player11940,League of Legends,Global Elite,4456,47.6,110,1264.0,3,South America,Console,2015-08-28
GLB-011942,Player11941,PES 2021,Gold,1796,43.8,111,1614.3,0,EU East,PC,2020-02-11
GLB-011943,Player11942,Counter-Strike 2,Bronze,2435,51.4,77,349.6,1,South America,Console,2020-06-02
GLB-011944,Player11943,Valorant,Gold,3396,48.7,20,2365.2,2,North America,Console,28/02/2019
GLB-011945,Player11944,Counter-Strike 2,Platinum,424,54.6,68,369.2,0,EU West,PC,"April 10, 2023"
GLB-011946,Player11945,Apex Legends,Gold,1557,68.1,26,1874.9,Sıfır,EU East,Console,07/03/2020
GLB-011947,Player11946,PES 2021,Platinum,4874,58.4,43,2096.1,0,EU West,Mobile,"November 08, 2020"
GLB-022009,Player11947,Dota 2,Gold,1386,30.5,15,2749.9,0,South America,Console,2021-04-09
GLB-011949,Player11948,cs2,Bronze,4645,64.3,18,2581.4,10,South America,Console,2021-07-04
GLB-011950,Player11949,Valorant,Diamond,4636,43.1,108,1426.7,1,NA,PC,2023-12-18
GLB-007611,Player11950,League of Legends,Bronze,2337,57.6,61,568.5,0,EU East,Console,2019-09-17
GLB-011952,Player11951,cs2,gümüş,2534,,109,2707.3,0,Asia,Console,22/01/2017
GLB-011953,Player11952,Valorant,Silver,3565,62.9,52,1869.5,2,EU West,Mobile,"September 05, 2023"
GLB-011954,Player11953,Dota 2,Global Elite,3360,64.7,104,1775.1,0,NA,Console,"July 06, 2024"
GLB-011955,Player11954,League of Legends,Platinum,,61.5,94,1484.0,0,Asia,Console,2020-01-12
GLB-011956,Player11955,Counter-Strike 2,Silver,4530,35.4,94,2897.4,1,South America,Mobile,"October 10, 2022"
GLB-011957,Player11956,Apex Legends,Silver,4383,53.7,108,818.5,3,NA,PC,"September 12, 2015"
GLB-011958,Player11957,cs2,,2068,68.5,75,541.3,0,EU West,PC,2022-05-06
GLB-011959,Player11958,Counter-Strike 2,gümüş,4531,64.7,43,2463.6,0,South America,PC,2016-08-29
GLB-011960,Player11959,PES 2021,Gold,3425,36.5,19,1432.5,0,Asia,Console,30/05/2017
GLB-011961,Player11960,League of Legends,Diamond,3545,63.6,19,578.1,1,NA,PC,2015-10-15
GLB-011962,Player11961,Valorant,Diamond,653,30.4,88,796.7,0,EU West,Console,"February 24, 2022"
GLB-011963,Player11962,Apex Legends,Global Elite,670 maç,66.1,65,2214.6,0,EU East,PC,25/12/2020
GLB-011964,Player11963,Valorant,Diamond,733,30.8,29,2483.9,3,NA,PC,2020-05-27
GLB-011965,Player11964,cs2,Bronze,3721,%63,118,766.6,0,EU East,PC,2019-06-27
GLB-011966,Player11965,Valorant,Bronze,629,67.0,63,2643.1,0,Asia,PC,09/06/2024
GLB-011967,Player11966,Valorant,Bronze,Yok,33.3,36,2359.2,0,EU East,PC,"September 16, 2021"
GLB-011968,Player11967,Apex Legends,Gold,4552,74.8,118,1067.2,0,NA,PC,31/01/2015
GLB-011969,Player11968,Apex Legends,Bronze,4360,71.7,51,1145.8,0,NA,PC,"August 26, 2022"
GLB-011970,Player11969,PES 2021,Platinum,27,45.0,60,825.0,0,Asia,Console,02/06/2024
GLB-011971,Player11970,League of Legends,Silver,209,53.4,83,1487.1,0,EU East,Mobile,2016-10-17
GLB-011972,Player11971,Counter-Strike 2,Platinum,391,74.8,86,1140.8,0,Asia,PC,14/12/2020
GLB-011973,Player11972,League of Legends,Silver,74,52.0,63,2521.7,0,South America,PC,13/02/2017
GLB-011974,,Counter-Strike 2,Diamond,4680,56.0,114,1209.2,0,Asia,PC,"July 07, 2024"
GLB-011975,Player11974,League of Legends,Platinum,504,41.9,72,2809.0,2,NA,PC,"April 06, 2019"
GLB-011976,Player11975,Dota 2,Bronze,1030,46.4,5,1879.3,0,EU East,Console,"December 10, 2015"
GLB-011977,  NoobMaster233 ,Dota 2,,4226,59.9,,521.4,0,EU East,PC,2024-08-12
GLB-011978,Player11977,League of Legends,Diamond,907,35.8,13,1054.1,0,EU East,PC,"April 25, 2019"
GLB-011979,Player11978,Valorant,Gold,3763,47.2,24,2536.7,0,NA,Console,"February 14, 2022"
GLB-011980,Player11979,Dota 2,Platinum,Yok,61.6,25,137.0,0,EU West,Mobile,2020-03-30
GLB-011981,Player11980,PES 2021,Global Elite,3715,44.6,60,2641.9,2,Asia,PC,"January 17, 2019"
GLB-011982,Player11981,Valorant,Gold,3190,46.4,74,2494.6,0,South America,Console,"June 29, 2017"
GLB-011983,Player11982,Counter-Strike 2,Silver,2583,59.8%,13,61.1,0,EU West,PC,10/07/2016
GLB-011984,Player11983,Counter-Strike 2,Bronze,114 maç,49.3,42,511.2,0,EU West,PC,17/02/2020
GLB-011985,Player11984,Counter-Strike 2,Bronze,1164,61.1,29,1887.0,0,South America,PC,"January 22, 2017"
GLB-011986,Player11985,League of Legends,Global Elite,,62.9,86,1317.6,2,Asia,PC,2020-08-25
GLB-011987,Player11986,Apex Legends,Silver,2988,68.2,51,2654.7,-1,EU East,PC,2018-09-25
GLB-011988,Player11987,Counter-Strike 2,Diamond,2187,52.7,106,844.4,3,NA,Console,29/05/2015
GLB-011989,Player11988,PES 2021,Silver,494 maç,70.2,10,369.2,0,EU West,Console,"September 03, 2021"
GLB-011990,Player11989,Dota 2,Bronze,4576,60.8,56,1600.4,0,EU West,Console,"December 04, 2023"
GLB-011991,Player11990,Apex Legends,Platinum,543,74.1,70,1905.6,0,EU East,Console,2023-02-25
GLB-011992,Player11991,League of Legends,Gold,4673,51.1,92,2856.5,0,Asia,PC,26/11/2022
GLB-011993,Player11992,Dota 2,Bronze,4418,51.1,19,2042.3,0,EU West,PC,2023-05-15
GLB-011994,Player11993,Counter-Strike 2,gümüş,2720,48.6,75,2828.4,0,EU West,Console,17/10/2019
GLB-011995,Player11994,Apex Legends,Bronze,1569,42.4,75 ms,2341.7,3,NA,Console,20/01/2021
GLB-011996,Player11995,League of Legends,Platinum,2126,73.4,19,1226.6,2,NA,Console,17/07/2018
GLB-011997,  NoobMaster308 ,Dota 2,Diamond,307,73.7,69,1204.9,0,NA,Mobile,"October 10, 2023"
GLB-011998,Player11997,League of Legends,Bronze,4419,54.8,,2922.6,0,Asia,PC,2018-04-01
GLB-011999,Player11998,Valorant,Silver,3327,44.6,37,1192.8,0,Asia,PC,"August 21, 2022"
GLB-012000,Player11999,League of Legends,Platinum,4335,45.4,36,1558.5,0,Asia,Mobile,2017-12-07
GLB-012001,Player12000,Valorant,Bronze,3304,70.2,115,172.7,0,EU East,PC,2022-12-01
GLB-012002,Player12001,Dota 2,Diamond,3223,50.7,102,1363.9,0,EU East,PC,02/09/2018
GLB-012003,Player12002,cs2,Gold,3315,47.1,48,2386.5,2,South America,PC,"October 17, 2024"
GLB-012004,Player12003,Counter-Strike 2,Platinum,377,52.9,119,891.3,0,EU East,PC,09/11/2024
GLB-012005,Player12004,Dota 2,,1581,64.6,99,2509.5,2,EU West,PC,"September 19, 2019"
GLB-012006,Player12005,Valorant,Bronze,3498,52.7,9999,4.4k,0,NA,Console,"May 23, 2023"
GLB-012007,Player12006,cs2,Global Elite,993,74.8,68,1087.5,2,Asia,Mobile,"March 26, 2021"
GLB-012008,Player12007,League of Legends,Diamond,910,37.9,62,1092.6,0,EU West,Console,05/11/2020
GLB-012009,Player12008,Apex Legends,Global Elite,,,20,1307.5,None,EU West,Console,25/06/2017
GLB-012010,Player12009,Counter-Strike 2,Gold,3673,40.4,9999,5.0k,2,EU East,PC,2016-01-07
GLB-012011,Player12010,League of Legends,Silver,4836,72.9,22,1401.2,0,EU East,Console,16/01/2015
GLB-012012,Player12011,Counter-Strike 2,Diamond,501 maç,40.7,21,2734.0,1,EU West,PC,11/10/2016
GLB-012013,Player12012,League of Legends,Silver,4501,%41,33,1744.8,1,NA,PC,"January 20, 2016"
GLB-012014,Player12013,League of Legends,Gold,1029,37.2,72,380.2,0,NA,PC,"January 02, 2015"
GLB-012015,Player12014,Counter-Strike 2,Platinum,587,41.7%,103,2481.6,0,EU West,Console,"May 06, 2017"
GLB-012016,Player12015,PES 2021,Gold,3732,57.0,41,2616.4,0,North America,PC,2019-02-18
GLB-012017,Player12016,Dota 2,Silver,755,61.2,52,2620.9,0,NA,PC,01/11/2017
GLB-012018,Player12017,Valorant,Gold,3886,48.4,68,2525.2,0,EU East,PC,2017-02-10
GLB-012019,Player12018,PES 2021,Bronze,354,69.0,98,1868.9,3,EU West,PC,2022-09-01
GLB-012020,Player12019,Counter-Strike 2,Diamond,4701,61.6,89,1086.4,0,North America,PC,24/01/2023
GLB-012021,Player12020,PES 2021,Bronze,1599,65.6,73,3.7k,0,Asia,PC,"December 29, 2020"
GLB-012022,Player12021,PES 2021,Diamond,3232,72.4,39,2770.2,1,EU East,Console,03/11/2020
GLB-012023,Player12022,League of Legends,Global Elite,2896,46.3,37,687.4,1,Asia,PC,"January 29, 2023"
GLB-012024,Player12023,PES 2021,Bronze,4534,44.6,111,1046.3,1,EU East,PC,19/03/2015
GLB-012025,Player12024,Counter-Strike 2,Silver,1288,67.4,108,2292.1,0,South America,Console,2023-12-07
GLB-012026,Player12025,Apex Legends,Gold,655,52.2%,32,2574.5,0,Asia,Console,2015-07-12
GLB-012027,Player12026,PES 2021,Diamond,2609,40.9%,53,"1,535",0,South America,PC,2022-11-15
GLB-012028,Player12027,Valorant,Diamond,1180,54.8,97,878.0,0,EU East,PC,"February 24, 2022"
GLB-012029,Player12028,Dota 2,Platinum,906,46.9,85,2225.5,0,EU East,PC,2019-03-06
GLB-012030,Player12029,Counter-Strike 2,Platinum,1758,58.8,42 ms,1239.9,0,South America,Console,"September 29, 2024"
GLB-012031,Player12030,Valorant,Gold,1779,71.7,21,4.2k,0,EU East,PC,03/09/2019
GLB-012032,Player12031,Counter-Strike 2,Bronze,2452,33.2,111,1974.7,0,EU East,Console,"October 28, 2023"
GLB-012033,Player12032,Valorant,Platinum,790,70.1,67,2834.3,0,EU East,Mobile,2017-04-27
GLB-012034,Player12033,League of Legends,Platinum,3091,70.8,68,384.8,0,Asia,Mobile,"November 16, 2017"
GLB-012035,Player12034,Apex Legends,Diamond,20,49.8,43,1499.8,1,Asia,PC,2018-11-26
GLB-012036,Player12035,League of Legends,Diamond,717 maç,54.3,9,1959.7,0,South America,PC,"January 09, 2024"
GLB-012037,Player12036,League of Legends,Diamond,2239,41.4,103,2480.7,2,EU West,PC,"June 07, 2020"
GLB-012038,Player12037,Dota 2,Diamond,1880,65.1,37 ms,1595.4,0,Asia,PC,17/10/2021
GLB-012039,Player12038,Valorant,Gold,687,45.9,116,2750.3,1,NA,Console,"July 11, 2024"
GLB-012040,Player12039,League of Legends,Silver,1623,30.4,24,2037.9,0,South America,Console,"June 19, 2022"
GLB-012041,Player12040,Dota 2,Platinum,4047,55.0,,1302.5,1,South America,PC,2020-11-12
GLB-012042,Player12041,Apex Legends,gümüş,3170,38.8,100,2775.9,0,South America,PC,2018-01-20
GLB-012043,Player12042,Valorant,Diamond,2332,46.6,17,2255.3,0,Asia,Console,30/03/2023
GLB-012044,Player12043,Counter-Strike 2,Diamond,697,53.3,6,2893.3,2,South America,PC,2024-10-18
GLB-012045,Player12044,Valorant,Platinum,2276,57.3,30,1693.0,0,EU West,PC,26/06/2020
GLB-012046,Player12045,League of Legends,Bronze,1531,43.5,47,979.4,0,EU East,Mobile,"May 03, 2018"
GLB-012047,Player12046,League of Legends,Diamond,4795,49.5,90,2803.5,0,South America,PC,2021-05-22
GLB-012048,,Valorant,Gold,391,%62,87,2539.2,0,EU West,Console,"April 16, 2022"
GLB-012049,Player12048,PES 2021,Bronze,2431,34.5,49,2056.9,0,South America,PC,"March 13, 2024"
GLB-012050,Player12049,Counter-Strike 2,Global Elite,970,45.7,33,2649.9,0,EU East,PC,"August 11, 2022"
GLB-012051,Player12050,Valorant,Silver,4290,65.7,9999,100.7,0,Asia,PC,"December 20, 2018"
GLB-012052,Player12051,League of Legends,Gold,4330,65.7,56,2791.7,0,NA,Console,28/03/2015
GLB-012053,Player12052,PES 2021,gümüş,2367,37.4,118,1269.4,0,South America,Console,2015-10-20
GLB-012054,Player12053,Valorant,Bronze,2603,53.8,89,2191.5,0,EU West,Mobile,30/03/2019
GLB-012055,Player12054,PES 2021,Diamond,1784,72.6,47,,0,South America,PC,25/10/2022
GLB-012056,Player12055,PES 2021,Gold,392,35.5,33,2541.2,0,EU East,PC,"March 26, 2020"
GLB-024399,Player12056,Valorant,Gold,3055,33.3,65,341.3,0,NA,PC,29/06/2019
GLB-012058,Player12057,Dota 2,Platinum,4767,45.0,110,2764.4,1,South America,Mobile,"October 01, 2022"
GLB-012059,Player12058,Counter-Strike 2,Silver,4552,150.5,6,1678.3,,South America,PC,2023-04-27
GLB-012060,  NoobMaster253 ,League of Legends,Diamond,341 maç,32.4,25,1646.4,0,North America,PC,13/02/2018
GLB-012061,Player12060,Apex Legends,Bronze,4600,38.4,21,952.2,0,EU West,PC,2016-09-10
GLB-012062,Player12061,League of Legends,Diamond,920,52.3,33,2584.5,0,NA,Console,"November 22, 2016"
GLB-012063,Player12062,Dota 2,Platinum,640,60.1,25,1410.9,0,South America,PC,28/03/2017
GLB-012064,Player12063,League of Legends,Global Elite,740,74.3,64,193.5,0,South America,PC,"July 19, 2019"
GLB-012065,Player12064,Apex Legends,Gold,4404,53.1,28,537.4,0,North America,Console,2020-08-29
GLB-012066,Player12065,Dota 2,Global Elite,3979,68.5,17,689.9,0,South America,PC,05/05/2024
GLB-012067,Player12066,League of Legends,Bronze,1834,44.4,12,812.8,1,South America,Console,2016-02-05
GLB-012068,  NoobMaster149 ,Dota 2,Gold,3321,58.3,90,3.4k,0,EU East,PC,05/09/2020
GLB-012069,Player12068,Valorant,Diamond,2942,37.0,9999,2545.8,0,NA,PC,05/02/2017
GLB-012070,Player12069,Counter-Strike 2,Global Elite,1940,66.6,15,1604.6,5,NA,PC,"July 07, 2021"
GLB-012071,Player12070,Counter-Strike 2,Bronze,,71.8,45,2650.5,0,South America,PC,11/10/2017
GLB-012072,Player12071,Valorant,Platinum,2969,35.1,44 ms,443.7,0,EU East,PC,"January 26, 2019"
GLB-012073,Player12072,Counter-Strike 2,Diamond,1350,53.7,108,2367.2,2,NA,Console,"October 06, 2017"
GLB-012074,Player12073,Apex Legends,Bronze,2293,66.9,38 ms,1411.3,0,South America,Console,2016-06-08
GLB-012075,Player12074,Apex Legends,Gold,356,54.9,74,344.8,0,South America,PC,27/04/2018
GLB-012076,Player12075,Counter-Strike 2,Gold,608,31.3,102,889.7,3,NA,Console,2020-10-20
GLB-012077,Player12076,Dota 2,Gold,1149,67.9,30,1519.7,2,EU East,Mobile,2020-01-04
GLB-012078,Player12077,Dota 2,Bronze,2327,71.9,95,1084.0,-1,NA,Console,"July 04, 2022"
GLB-012079,Player12078,PES 2021,Gold,1967,33.8,83,2702.7,2,South America,PC,2020-06-22
GLB-012080,Player12079,Counter-Strike 2,Gold,3394,65.5,101,2552.3,0,EU West,Mobile,2019-08-04
GLB-012081,Player12080,Counter-Strike 2,Gold,1350,32.6,30,"7,411",0,NA,Mac,06/11/2020
GLB-012082,Player12081,Dota 2,Bronze,2830,34.5,93,316.1,0,South America,Mobile,"May 08, 2018"
GLB-012083,Player12082,Dota 2,Gold,1637,49.6,103,1084.8,1,EU East,PC,"May 09, 2018"
GLB-012084,Player12083,PES 2021,Diamond,Yok,58.4,106,2820.4,0,South America,PC,10/12/2023
GLB-012085,Player12084,League of Legends,Diamond,2304,49.0,105,1143.0,0,South America,PC,"June 10, 2024"
GLB-012086,Player12085,Dota 2,Global Elite,1385,66.8,74,250.3,0,South America,PC,17/09/2015
GLB-012087,Player12086,Apex Legends,Bronze,96,30.3,46,2108.6,0,EU East,Mobile,2019-05-29
GLB-012088,Player12087,Dota 2,Silver,3343,70.6,112,243.5,1,EU West,PC,28/11/2017
GLB-012089,Player12088,League of Legends,Platinum,1590,33.5,118,773.6,0,EU East,Mobile,2023-09-16
GLB-012090,Player12089,Dota 2,Diamond,1546,66.1,109,2954.5,0,EU West,Console,25/12/2016
GLB-012091,Player12090,Valorant,Bronze,,64.6,21,2717.2,0,South America,PC,"July 19, 2018"
GLB-012092,Player12091,Valorant,Gold,,67.5,101,153.2,0,EU West,PC,"March 03, 2023"
GLB-012093,Player12092,Valorant,Diamond,383,56.8,50,1077.5,0,Asia,PC,"February 02, 2015"
GLB-012094,Player12093,cs2,Global Elite,2866,66.2,105,273.9,1,EU East,PC,02/04/2017
GLB-012095,Player12094,PES 2021,Diamond,3138,43.0,53,2784.2,0,NA,Console,2019-08-13
GLB-012096,Player12095,Counter-Strike 2,Bronze,4298,36.5,117,1171.9,0,Asia,PC,13/11/2015
GLB-002720,Player12096,PES 2021,Global Elite,3634,65.0,108,2235.4,0,Asia,Mobile,"May 16, 2020"
GLB-012098,Player12097,Dota 2,Platinum,2656,41.7,52,450.0,2,EU West,Console,2022-07-30
GLB-012099,Player12098,League of Legends,Global Elite,1663,74.8,30,1951.6,3,NA,Mobile,"October 26, 2017"
GLB-012100,Player12099,cs2,Gold,1678,56.9,18,1191.9,0,North America,PC,07/04/2018
GLB-012101,Player12100,Dota 2,Silver,2915,36.1,23,1637.2,1,EU West,PC,"July 11, 2016"
GLB-012102,Player12101,Valorant,Silver,4640,39.8,25,369.9,0,Asia,PC,"April 15, 2022"
GLB-012103,Player12102,Valorant,Diamond,2461,51.1,57,1289.6,5,NA,PC,"April 05, 2017"
GLB-012104,Player12103,Counter-Strike 2,Platinum,1814,74.7,28,1657.0,0,NA,PC,"November 27, 2020"
GLB-012105,Player12104,Apex Legends,Platinum,2409,43.5,53,2299.0,0,EU East,Console,2019-05-11
GLB-001472,Player12105,Counter-Strike 2,Silver,2977,40.1,26,1403.8,0,EU West,Console,"December 07, 2018"
GLB-012107,Player12106,League of Legends,Gold,3408,41.3,113,1052.4,0,Asia,PC,"January 04, 2022"
GLB-012108,Player12107,cs2,Global Elite,3826,69.7,18,2436.5,0,NA,Console,"November 24, 2020"
GLB-012109,Player12108,Valorant,Diamond,Yok,69.2,114,1014.9,0,EU West,Mobile,"March 31, 2020"
GLB-012110,Player12109,Dota 2,Platinum,3565,73.7,29,89.7,2,South America,PC,2019-03-17
